application_id,occurences
2 07C381355,1
5F16C374383,1
4 56C368867,1
8 36C382614,1
4 56C368860,1
2 43C392554,1
8 36C391652,1
3 27C371278,1
2 07C388379,1
5S57C360461,1
4 19C378954,1
3 42C388605,1
9 37C392009,1
9 37C392006,1
4 19C374844,1
5F20W004779,1
2 07C394205,1
8 33C390761,4
1 49C383176,1
4 19C380303,1
3 27C377269,1
9 37W004259,1
3 27C371858,1
6B36C372557,1
9 37W004255,1
2 01C382461,1
2 01C382464,1
9 33C389285,1
4 19C376270,1
9 30C389969,1
5F15C372533,1
5S34W004777,2
3 27C385333,1
2 01C373539,1
4 19C375378,1
5S58C379609,1
2 21C367297,1
9 33C387280,1
5S34C388523,1
2 41C377450,1
5F10C372165,1
7 33C390719,1
2 43W002749,1
2 41C383849,1
8 36C394967,1
5F15C395360,1
2 41C383840,1
5S34C390540,1
3 42C377008,1
2 01C370941,1
2 01C370945,1
2 28C375869,1
6A29C393870,1
2 21C393376,1
9 37C375830,1
4 19C376111,1
5S07C391349,1
3 27W003649,1
3 27C369182,1
3 43C383125,1
5S58C378558,1
4 19W004516,1
5S34C379451,1
5S48C383012,1
8 33C394006,1
2 28C395332,1
5R04C382545,1
5S34C393384,1
5S50W003964,1
9 37C380944,1
9 37C386927,1
5F16C374641,1
9 37C381093,1
7 13W002447,1
7 13W002446,1
9 37C382549,4
9 33C371674,1
3 42C377918,1
3 27C379559,1
5F20C378750,1
2 01C375895,1
5F54C337422,1
4 19C381111,1
5S50C392952,1
4 19C380244,1
4 19C380923,1
6B36C370900,5
4 19C380243,1
5F10C393890,1
3 27W004694,1
2 49C379301,1
2 01C382800,1
4 19C386834,1
4 19C386837,1
8 30C385285,1
2 43C381786,1
5F15C377806,1
5F15C377807,1
1 49C380883,1
5S34C367812,1
2 41C379432,1
8 30C390233,1
6B36C375315,1
5R04C387390,6
5S48C365148,1
1 49C366016,1
2 43C376938,1
8 36C372058,1
5S34C392164,1
5S57C381292,1
2 48C380967,1
5F24W003790,1
9 37C387396,1
5F54C381580,1
5S34C380310,1
3 40CN605580,1
5S09W003093,1
4 19C385563,1
2 43C386940,1
2 43C386942,1
2 43C386947,1
2 01C392174,1
2 43C382250,1
8 30C389702,1
4 19W003382,1
2 07C380294,5
5S48C374469,1
7 33C386833,1
2 41C387289,1
5S39W001942,1
8 30C383535,1
3 27C394101,1
5F22C380906,1
5S03C390458,1
5S03C390459,1
4 19C376947,1
8 36W002482,1
8 36C375206,1
5S06C372705,1
5S57C387557,1
4 19C370476,1
8 30C383282,1
8 30C383288,1
5F10C366524,1
5S09C382121,1
5F54C385006,1
5S29W004972,1
5S29W004974,1
5S39C371839,19
9 37C387025,1
8 36C370360,1
1 47C374081,1
3 43C391448,1
1 12C376483,1
8 36C370368,1
9 37C380553,1
5S34C388645,1
5F24C368959,1
9 37C388921,1
6B15C373072,2
5S34C387927,1
8 30C380392,1
9 37C395169,1
5F20C390466,1
5S05C385742,1
5S50C381444,1
5R04C379398,1
5S51C393027,1
2 01C379189,1
5S31C391411,1
3 40C387175,1
5F15C374646,1
5S09C375375,1
7 33C380868,1
4 19C371700,1
4 19C371702,1
6B36W005226,1
5F24C391627,1
4 19C371706,1
9 37C375318,1
2 43C394240,1
9 37C375311,1
3 43C371753,1
5F15C380115,1
2 01C376204,1
5F10C370318,1
3 40W004301,1
5F10C371043,1
2 28C380727,1
5S34C374429,1
2 07C328233,1
2 01C387742,1
2 01C387743,1
8 33C393079,1
5S57W003401,1
4 56C392859,1
4 19C387684,1
4 19C387686,1
5R45C391804,1
4 56C392856,1
5F54C394177,1
6B19C373739,1
9 37C373216,1
5S03W002572,1
5S31C377358,1
5S39C378238,1
8 33C373042,1
4 56C393453,1
2 21C383706,1
2 01C392959,1
5S50C385439,1
4 56C325181,1
5S50C385432,1
6B36C394928,1
5F15C376736,1
6A18W002334,1
4 19C390933,1
4 19C390930,1
2 41C394947,1
5S34C375594,1
5S34C375595,1
9 33C371992,1
4 43C368588,1
5S48C386078,1
5F24C372624,1
5F24C372629,1
9 37C373414,1
5R52C391551,1
4 19C381659,1
4 19C381658,1
4 19C381655,1
4 19C381657,1
8 30C370292,1
5S34C377993,1
5S05C376281,3
4 56C372393,1
1 23C374130,1
2 43C370517,1
5S09C372980,1
9 37C374192,1
9 37C374199,1
9 37C374198,1
4 19C386159,1
8 33C378741,1
8 33C378745,1
8 36C393814,1
5S34C382981,1
8 36C389154,1
5S50C377210,1
4 56C392322,1
5F10C377951,1
5F15C371429,1
6B15C385895,1
6B15C385893,1
5S39C382944,1
7 33W003973,1
4 19C389089,1
7 33C374983,1
8 33C378295,1
4 56C388343,1
8 36C376271,1
5F24C386798,1
7 33C370403,1
8 33C389650,1
5R04C390794,1
8 33C389654,1
7 13C378699,1
4 19C371618,1
8 30C374134,1
6B14C375572,1
3 35C387398,1
8 33C388389,1
2 41C391812,1
7 33C384411,1
8 33C388381,1
5F20C384129,1
5F15C372732,1
4 19C389330,1
8 36C385818,1
6A18C365617,1
8 36C385812,1
5S39W004975,1
5R04C365802,1
8 30C386236,1
5S58C388560,1
9 37C358433,1
3 40C376732,1
9 33C377479,1
5S39C370698,1
5S34C386856,1
5S39C379134,1
9 33C378788,1
8 36C389841,1
8 36C369459,1
6B14C375393,1
8 36C382898,1
5S39C391897,1
8 33C379166,1
2 49C380502,1
5R04C366258,1
8 33C388522,1
5S34C380456,1
5F10C374422,1
8 36C390042,1
9 37C391268,1
9 37C391269,1
5S39C375312,1
5F10C377885,1
4 56C381392,1
5R45W004248,1
2 41C391106,1
6B26W002598,1
5F15W003958,1
2 43C394641,1
5F15W003956,1
5F15W003957,1
5F15W003954,1
5F15W003955,1
1 47C387762,1
8 36C368503,1
2 48C386283,1
2 28C388172,1
8 36C380947,1
4 19C378429,1
8 36C380942,1
6B19C392863,1
3 43C375268,1
2 07C378757,1
4 19C378425,1
5F24C377025,1
4 56W004602,1
5F10C374282,1
5F15W003488,1
8 36C383761,1
5R04W004401,1
2 21C370478,1
9 33C368979,1
9 37C379103,1
9 37C379104,1
8 36C387440,1
9 37C390131,1
9 37C390130,1
5S05W005166,1
8 33C377623,1
4 56C387945,1
8 33C370294,1
2 01C388972,1
9 37C385731,1
7 33C366909,1
4 19C379481,1
4 19C379485,1
9 37C382707,1
9 37C382701,1
7 33C361430,1
8 30C374457,1
5S39C369797,1
5F10C383610,1
9 37W003483,1
2 48C379349,1
9 37C385083,1
5R04C390237,1
8 33C351301,1
5F24C385917,1
2 41C383446,1
5F15W003220,1
5F15W003222,1
1 23C388237,1
6B15C395059,1
9 33C395353,1
4 19C372703,1
8 30C378830,1
4 19C367680,1
4 19C367681,1
8 30C378839,1
3 43C387714,1
2 07C367041,1
5F10C392075,1
8 30C356574,1
5F15C392977,1
5F15C392974,1
5S31C382476,1
5F24C376048,1
4 19C375955,1
5R04C368840,1
5R04C368846,1
5S31C386366,1
3 43W002410,1
6B36C377028,1
5F15C389740,1
3 27C370461,1
8 36C392378,1
8 36C392377,1
8 36C392376,1
9 33C389587,1
2 07C384190,1
6B19C385992,1
2 07C390626,3
5S39C394379,1
5S31C340323,1
4 19C373071,1
2 01C380542,1
5F15C392395,1
4 19C373077,1
5R04C391826,1
2 43C374966,1
5S31C369038,1
5S05C375086,1
5S39W002070,1
5F15C369844,1
2 07C307369,1
5S48C394246,1
5S39C384202,1
4 19C384761,1
2 41C359675,1
5S34C365928,1
8 30C383717,1
3 27C389153,1
5S57C387717,1
2 07C394018,1
4 19C383238,1
